primary_type,id,case_number,date,block,iucr,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
BURGLARY,13236349,JG455036,2023-10-07T20:30:00.000,043XX W WILCOX ST,0620,UNLAWFUL ENTRY,APARTMENT,False,False,1115,011,28,26,05,1147561,1898985,2023,2023-10-15T15:42:41.000,41.87877191,-87.733649703,"{'latitude': '41.87877191', 'longitude': '-87.733649703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,717,23,30,16,100,28
ASSAULT,13236606,JG455027,2023-10-07T20:30:00.000,007XX N LOREL AVE,0560,SIMPLE,SIDEWALK,False,False,1524,015,37,25,08A,1140540,1904431,2023,2023-10-15T15:42:41.000,41.893848139,-87.759296014,"{'latitude': '41.893848139', 'longitude': '-87.759296014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22216,26,673,45,32,25,67,37
BURGLARY,13237263,JG455819,2023-10-07T20:30:00.000,042XX W 59TH ST,0620,UNLAWFUL ENTRY,RESIDENCE,False,False,0813,008,13,65,05,1148928,1865140,2023,2023-10-15T15:42:41.000,41.785870313,-87.729503836,"{'latitude': '41.785870313', 'longitude': '-87.729503836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,60,773,15,58,13,271,13
BATTERY,13236392,JG455017,2023-10-07T20:17:00.000,003XX E 48TH ST,041A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0224,002,3,38,04B,1179405,1873273,2023,2023-10-15T15:42:41.000,41.807546327,-87.617512396,"{'latitude': '41.807546327', 'longitude': '-87.617512396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,448,9,10,24,107,8
BATTERY,13236365,JG455020,2023-10-07T20:11:00.000,002XX E 130TH ST,041A,AGGRAVATED - HANDGUN,STREET,False,False,0533,005,9,54,04B,1180094,1819185,2023,2023-10-15T15:42:41.000,41.659106559,-87.616637259,"{'latitude': '41.659106559', 'longitude': '-87.616637259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,9,43,47,10,221,11
BATTERY,13236298,JG455028,2023-10-07T20:04:00.000,041XX W HARRISON ST,0486,DOMESTIC BATTERY SIMPLE,STREET,False,True,1132,011,24,26,08B,1149063,1897042,2023,2023-10-15T15:42:41.000,41.873411165,-87.728184904,"{'latitude': '41.873411165', 'longitude': '-87.728184904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,27,703,14,30,16,142,24
BATTERY,13236528,JG455109,2023-10-07T20:00:00.000,088XX S WALLACE ST,0488,AGGRAVATED DOMESTIC BATTERY - HANDGUN,STREET,False,True,2223,022,21,71,04B,1173849,1846324,2023,2023-10-15T15:42:41.000,41.733720324,-87.638688429,"{'latitude': '41.733720324', 'longitude': '-87.638688429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,608,13,59,9,243,21
BATTERY,13236806,JG455530,2023-10-07T20:00:00.000,026XX W EVERGREEN AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1423,014,26,24,08B,1158485,1908876,2023,2023-10-15T15:42:41.000,41.905697232,-87.693267817,"{'latitude': '41.905697232', 'longitude': '-87.693267817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21560,25,543,49,4,7,62,26
ASSAULT,13236299,JG455041,2023-10-07T20:00:00.000,080XX S LOOMIS BLVD,0560,SIMPLE,RESIDENCE,False,False,0612,006,17,71,08A,1168396,1851404,2023,2023-10-15T15:42:41.000,41.747779599,-87.658519612,"{'latitude': '41.747779599', 'longitude': '-87.658519612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,558,13,59,20,230,17
BATTERY,13238652,JG457895,2023-10-07T20:00:00.000,047XX S HALSTED ST,0495,AGGRAVATED OF A SENIOR CITIZEN,CONVENIENCE STORE,False,False,0933,009,20,61,04B,1171764,1873607,2023,2023-10-15T15:42:41.000,41.808634077,-87.645527495,"{'latitude': '41.808634077', 'longitude': '-87.645527495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,708,48,37,23,117,15
BURGLARY,13236278,JG455005,2023-10-07T19:30:00.000,005XX W FULTON ST,0620,UNLAWFUL ENTRY,RESIDENCE - PORCH / HALLWAY,False,False,1214,012,34,28,05,1172532,1902104,2023,2023-10-15T15:42:41.000,41.886815262,-87.641869071,"{'latitude': '41.886815262', 'longitude': '-87.641869071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4452,29,784,36,45,15,76,34
BATTERY,13236304,JG454998,2023-10-07T19:28:00.000,014XX W 63RD ST,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,False,True,0713,007,16,67,04B,1167639,1862965,2023,2023-10-15T15:42:41.000,41.779520772,-87.660962362,"{'latitude': '41.779520772', 'longitude': '-87.660962362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,22257,65,277,2,23,17,266,16
BATTERY,13236300,JG454993,2023-10-07T19:23:00.000,011XX S FRANCISCO AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1135,011,28,29,04B,1157196,1895033,2023,2023-10-15T15:42:41.000,41.867737038,-87.698379033,"{'latitude': '41.867737038', 'longitude': '-87.698379033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21184,30,35,23,28,16,146,28
BATTERY,13236305,JG454983,2023-10-07T19:13:00.000,002XX W 70TH ST,0460,SIMPLE,RESIDENCE,False,False,0731,007,6,69,08B,1176062,1858560,2023,2023-10-15T15:42:41.000,41.76724809,-87.630214794,"{'latitude': '41.76724809', 'longitude': '-87.630214794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,67,513,32,11,17,210,4
BATTERY,13236284,JG454991,2023-10-07T19:11:00.000,044XX S WALLACE ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0925,009,15,61,08B,1173035,1875572,2023,2023-10-15T15:42:41.000,41.813998222,-87.640807685,"{'latitude': '41.813998222', 'longitude': '-87.640807685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,123,48,37,23,106,15
BATTERY,13242217,JG454978,2023-10-07T19:09:00.000,029XX N NARRAGANSETT AVE,0486,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2511,025,36,19,08B,1133237,1918913,2023,2023-10-15T15:42:41.000,41.93371949,-87.785778418,"{'latitude': '41.93371949', 'longitude': '-87.785778418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22254,19,81,44,52,6,179,30
BATTERY,13236301,JG455008,2023-10-07T19:03:00.000,003XX E 75TH ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0623,006,6,69,08B,1179532,1855351,2023,2023-10-15T15:42:41.000,41.758363705,-87.617593755,"{'latitude': '41.758363705', 'longitude': '-87.617593755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,474,32,61,20,228,4
BATTERY,13236792,JG455021,2023-10-07T19:00:00.000,120XX S MICHIGAN AVE,0485,AGGRAVATED OF A CHILD,RESIDENCE,False,True,0532,005,9,53,04B,1179004,1825239,2023,2023-10-15T15:42:41.000,41.675744475,-87.62044259,"{'latitude': '41.675744475', 'longitude': '-87.62044259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,504,43,19,10,219,11
